text,dim_labels,sentiment_labels,risk_label
"服务员在客人们面前大声讨论工资，很不专业。","3","1,1,1,0,1,1,1,1",1,27
"香橙咕咾肉很清新，橙子味很足，肉很嫩。","0","1,1,1,1,1,1,1,1",0,26
"煲仔饭的锅巴太硬了，咬不动，硌牙。","0","0,1,1,1,1,1,1,1",1,26
"汤圆很大个，芝麻馅很足，外皮很糯。","0","1,1,1,1,1,1,1,1",0,25
"服务员收盘子的时候把剩菜汤泼到了地板上，也没清理。","3","1,1,1,0,1,1,1,1",1,30
"酸辣粉很够味，酸辣适中，粉很滑很Q。","0","1,1,1,1,1,1,1,1",0,25
"餐厅的门面很小，里面其实很大，别有洞天。","2","1,1,1,1,1,1,1,1",0,27
"糯米鸡很大一个，里面料很足，鸡肉香菇都很香。","0","1,1,1,1,1,1,1,1",0,27
"吃了一口虾发现有沙子，很影响口感。","1","1,0,1,1,1,1,1,1",2,24
"服务员主动帮我们把大件行李寄存了，很贴心。","3","1,1,1,1,1,1,1,1",0,27
"椒盐排骨的肉太少，全是骨头，没吃头。","5","1,1,1,1,1,0,1,1",1,26
"糖醋里脊有点硬，炸过头了，不太好吃。","0","0,1,1,1,1,1,1,1",1,26
"餐厅的洗手间很干净，还放了香薰，不错。","2","1,1,1,1,1,1,1,1",0,27
"腊鸭腿很咸很香，配粥吃正好，单吃太咸了。","0","1,1,1,1,1,1,1,1",0,27
"服务员上菜的时候报菜名特别快，完全听不清。","3","1,1,1,0,1,1,1,1",1,27
"三色冰激凌很好吃，三种口味都很正，很顺滑。","0","1,1,1,1,1,1,1,1",0,27
"厨房里传来烧焦的味道，感觉什么东西糊了。","2,7","1,1,0,1,1,1,1,0",3,27
"葱油海蜇很脆很爽口，葱油很香，很开胃。","0","1,1,1,1,1,1,1,1",0,27
"店家承诺送的小菜最后没送，也不解释原因。","3,5","1,1,1,0,1,0,1,1",1,29
"墨鱼仔很Q弹，炒得很香，酱汁很入味。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的灯光很适合拍照，食物拍出来很漂亮。","2","1,1,1,1,1,1,1,1",0,27
"酸豆角炒饭很香，酸豆角很脆，饭粒分明。","0","1,1,1,1,1,1,1,1",0,26
"服务员帮我们分好了汤，很周到很细心。","3","1,1,1,1,1,1,1,1",0,26
"麻辣香锅的菜品种类很多，但味道都一个样。","0","0,1,1,1,1,1,1,1",0,28
"店里的水管漏水，地上一直湿漉漉的，很滑。","2","1,1,0,1,1,1,1,1",1,27
"炸鸡翅很香很脆，肉很多汁，腌得很入味。","0","1,1,1,1,1,1,1,1",0,27
"买单时发现茶位费收了三份，但我们只两个人。","5,3","1,1,1,0,1,0,1,1",1,27
"蓝莓山药很清爽，山药很脆，蓝莓酱很酸甜。","0","1,1,1,1,1,1,1,1",0,27
"服务员送餐时把汤洒到桌上了，拿抹布擦了一下就走了。","3,7","1,1,1,0,1,1,1,0",3,31
"生煎包底很脆，肉馅很鲜，一咬汤汁就出来了。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的空调温度很舒服，不冷不热刚刚好。","2","1,1,1,1,1,1,1,1",0,27
"干锅花菜里的五花肉太肥了，全是白肉。","0","0,1,1,1,1,1,1,1",1,27
"蛋花玉米羹很甜，玉米粒很多，蛋花很细。","0","1,1,1,1,1,1,1,1",0,26
"服务员把我们的菜给了隔壁桌，隔壁桌都吃了才发现。","3","1,1,1,0,1,1,1,1",2,30
"虾饺皮的澄面比例刚好，很Q弹不会破。","0","1,1,1,1,1,1,1,1",0,27
"店门口的招牌很破旧，感觉这家店快要倒闭了。","2","1,1,0,1,1,1,1,1",0,27
"麻辣小龙虾的虾线没挑，吃着不方便。","0,1","0,0,1,1,1,1,1,1",1,27
"红烧豆腐很入味，豆腐很嫩，酱汁很浓。","0","1,1,1,1,1,1,1,1",0,26
"服务员亲切地询问忌口和过敏，考虑得很周全。","3","1,1,1,1,1,1,1,1",0,28
"蒜泥茄子很香，茄子蒸得很软，蒜泥很够味。","0","1,1,1,1,1,1,1,1",0,27
"餐厅里的烟灰缸满了也不倒，很脏。","2","1,1,0,1,1,1,1,1",0,26
"芝士培根焗土豆很好吃，芝士很多，培根很香。","0","1,1,1,1,1,1,1,1",0,27
"吃到一半发现碗里有个小虫子，浮在汤面上。","7","1,1,1,1,1,1,1,0",3,27
"卤肉饭很香，卤肉很烂，卤蛋很入味，饭很香。","0","1,1,1,1,1,1,1,1",0,27
"店里的座位很宽大舒适，坐着很放松。","2","1,1,1,1,1,1,1,1",0,26
"酸菜鱼里的鱼片有刺，吃的时候要很小心。","0","0,1,1,1,1,1,1,1",1,27
"黑芝麻花生汤圆很好吃，花生和芝麻馅都很香。","0","1,1,1,1,1,1,1,1",0,28
"服务员上菜时把菜名念得很有感情，像在表演。","3","1,1,1,0,1,1,1,1",1,29
"香茅猪颈肉很香，猪颈肉很嫩，蘸酱酸辣很解腻。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的饮料杯有异味，洗洁精没冲干净。","2,7","1,1,0,1,1,1,1,0",2,27
"糯米糍冰皮很薄很Q，芒果馅很新鲜很甜。","0","1,1,1,1,1,1,1,1",0,27
"结账的时候收银台排长队，只有一个窗口。","3","1,1,1,0,1,1,1,1",1,26
"核桃酥很酥很香，核桃很多，不甜腻。","0","1,1,1,1,1,1,1,1",0,25
"服务员加汤时把汤勺掉进锅里了，捞出来继续用。","3,7","1,1,1,0,1,1,1,0",3,30
"茄汁大虾很好吃，虾很大只，酱汁酸甜开胃。","0,1","1,1,1,1,1,1,1,1",0,27
"餐厅的餐牌很旧很破，都卷边了，该换了。","2","1,1,0,1,1,1,1,1",0,26
"黑椒鸡排很嫩，黑椒汁很浓，配的意面很好吃。","0","1,1,1,1,1,1,1,1",0,28
"服务员全程盯着我们，让我们很不自在。","3","1,1,1,0,1,1,1,1",1,26
"鸡蛋灌饼很香，鸡蛋很嫩，饼皮很脆。","0","1,1,1,1,1,1,1,1",0,26
"吃完后打包剩菜，服务员帮忙包得很仔细。","3","1,1,1,1,1,1,1,1",0,26
"水煮牛肉的汤底太咸了，肉都被腌咸了。","0","0,1,1,1,1,1,1,1",1,27
"桂花栗子羹很香很甜，栗子很粉糯，桂花味很香。","0","1,1,1,1,1,1,1,1",0,28
"店里的防滑垫很脏，都是黑泥，还放在门口。","2","1,1,0,1,1,1,1,1",0,27
"炸鱼薯条很好吃，鱼很嫩，薯条很脆。","0","1,1,1,1,1,1,1,1",0,25
"服务员在给客人倒水时聊天，水倒满了也没注意。","3","1,1,1,0,1,1,1,1",1,29
"京酱肉丝很香，肉丝很嫩，豆皮很薄很新鲜。","0","1,1,1,1,1,1,1,1",0,27
"餐厅里的花开得很好，很漂亮，很有生机。","2","1,1,1,1,1,1,1,1",0,26
"雪菜黄鱼汤很鲜，黄鱼很嫩，雪菜很提味。","0,1","1,1,1,1,1,1,1,1",0,27
"服务员直接用手拿食物给我，没戴手套。","3,7","1,1,1,0,1,1,1,0",3,27
"烧饼夹肉很香，烧饼很酥，肉很烂很多。","0","1,1,1,1,1,1,1,1",0,26
"店里的招牌菜每天限量，去晚了就没了。","3","1,1,1,0,1,1,1,1",0,27
"八宝饭很甜很糯，果脯很多，豆沙很细。","0","1,1,1,1,1,1,1,1",0,26
"服务员找零的时候把钱放在托盘里推过来，很冷淡。","3","1,1,1,0,1,1,1,1",1,28
"凉拌苦瓜很清爽，苦味很淡，处理得很好。","0","1,1,1,1,1,1,1,1",0,26
"点了一份肥牛饭，肥牛很少，全是洋葱和饭。","5","1,1,1,1,1,0,1,1",2,27
"金针菇培根卷很好吃，培根很香，金针菇很嫩。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的台阶太高了，老人上下很费劲。","2","1,1,0,1,1,1,1,1",0,26
"冬阴功汤很正宗，酸辣味很足，虾很大只。","0,1","1,1,1,1,1,1,1,1",0,27
"服务员催我们点菜催了三次，很不舒服。","3","1,1,1,0,1,1,1,1",1,26
"南瓜馒头很软很甜，南瓜味很香，小朋友很喜欢。","0","1,1,1,1,1,1,1,1",0,28
"吃完后嘴巴有股怪味，一直去不掉。","7","1,1,1,1,1,1,1,0",3,25
"红焖羊肉很入味，羊肉很烂，胡萝卜很甜。","0","1,1,1,1,1,1,1,1",0,26
"服务员上菜速度慢就算了，态度还差。","3,4","1,1,1,0,0,1,1,1",1,27
"叉烧包皮很松软，叉烧馅很多汁，很好吃。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的音乐很舒缓，是轻音乐，很适合聊天。","2","1,1,1,1,1,1,1,1",0,27
"酱猪蹄很烂很香，满满的胶原蛋白，很好吃。","0","1,1,1,1,1,1,1,1",0,26
"服务员把我们的饮料打翻了，重新做了一杯，态度诚恳。","3","1,1,1,0,1,1,1,1",1,29
"蒜蓉粉丝娃娃菜很鲜，娃娃菜很甜，粉丝吸饱了汤汁。","0","1,1,1,1,1,1,1,1",0,28
"等位区的沙发很脏，都是灰，不敢坐。","2","1,1,0,1,1,1,1,1",0,26
"豉油炒面很香，面条干爽，虾仁很多。","0,1","1,1,1,1,1,1,1,1",0,27
"餐厅的菜品分量很大，两个人点三个菜吃不完。","5","1,1,1,1,1,1,1,1",0,28
"服务员说话的语速很快，根本听不清在说什么。","3","1,1,1,0,1,1,1,1",1,27
"芒果班戟很好吃，奶油很轻，芒果很甜。","0","1,1,1,1,1,1,1,1",0,25
"锅里的肉有股腥味，没有处理好。","1","1,0,1,1,1,1,1,1",2,24
"皮蛋豆腐很嫩很清爽，皮蛋味不重，很适合夏天。","0","1,1,1,1,1,1,1,1",0,28
"服务员收盘的时候把我们的剩菜倒在一起，看着很乱。","3","1,1,1,0,1,1,1,1",1,28
"炸藕夹藕很脆，肉馅很鲜，外皮很酥。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的订餐电话一直占线，打不进去。","3","1,1,1,0,1,1,1,1",1,25
"红豆糕很软很甜，红豆味很浓，不会很腻。","0","1,1,1,1,1,1,1,1",0,27
"服务员把我们的醋瓶拿走了，也没说一声。","3","1,1,1,0,1,1,1,1",1,27
"黑椒牛柳意面很好吃，牛柳很嫩，意面很Q弹。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的桌布很干净，纯白色的，看起来很舒服。","2","1,1,1,1,1,1,1,1",0,27
"鱼头豆腐汤很鲜，汤很白，鱼头很新鲜。","0,1","1,1,1,1,1,1,1,1",0,26
"服务员不给开发票还说税务系统升级，骗谁呢。","3,5","1,1,1,0,1,0,1,1",2,30
"糖火烧很香很酥，红糖味很足，很好吃。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的通风很好，没有油烟味，很舒服。","2","1,1,1,1,1,1,1,1",0,26
"黄焖鸡米饭的鸡肉很嫩，汤很浓郁，很下饭。","0","1,1,1,1,1,1,1,1",0,27
"服务员看着我们点完菜后翻了个白眼，什么意思。","3","1,1,1,0,1,1,1,1",1,28
"绿豆糕很细腻，绿豆味很纯，不会太甜。","0","1,1,1,1,1,1,1,1",0,26
"吃完发现盘底有一根弯曲的毛，太恶心了。","7","1,1,1,1,1,1,1,0",3,27
"麻辣牛肉面很够味，牛肉很大块，汤底很浓郁。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的招财猫一直在挥手，很可爱，心情好。","2","1,1,1,1,1,1,1,1",0,27
"排骨汤里的排骨全是骨头，没肉。","5","1,1,1,1,1,0,1,1",1,24
"服务员帮我们换了两次骨碟，很勤快。","3","1,1,1,1,1,1,1,1",0,26


"香煎芋丝饼很香很脆，芋头味很足。","0","1,1,1,1,1,1,1,1",0,24
"点了一碗馄饨，面皮都煮烂了，馅也散了。","0","0,1,1,1,1,1,1,1",1,26
"服务员上菜的时候一直打喷嚏，也不转头避开。","3,7","1,1,1,0,1,1,1,0",3,28
"椒盐杏鲍菇很香，杏鲍菇很嫩，椒盐很够味。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的落地窗很干净，阳光照进来很舒服。","2","1,1,1,1,1,1,1,1",0,27
"老友粉很正宗，酸笋味很足，粉很滑。","0","1,1,1,1,1,1,1,1",0,25
"叫了半天的服务员都没人理，最后自己去前台要的餐具。","3","1,1,1,0,1,1,1,1",1,30
"花生酱拌面很香，花生酱很浓，面条很劲道。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的墙面有很多涂鸦，感觉很乱不整洁。","2","1,1,0,1,1,1,1,1",0,27
"糖醋花生很脆很甜，很下酒的小菜。","0","1,1,1,1,1,1,1,1",0,25
"服务员收盘子时碰掉了桌上的筷子，也没捡。","3","1,1,1,0,1,1,1,1",1,27
"牛肉烩面很香，汤很浓郁，面条很宽很劲道。","0","1,1,1,1,1,1,1,1",0,27
"店里的花盆里有烟头，太不文明了。","2,7","1,1,0,1,1,1,1,0",2,26
"草莓蛋糕很好吃，草莓很新鲜，奶油很轻。","0","1,1,1,1,1,1,1,1",0,26
"服务员下单时重复确认了两次，很认真负责。","3","1,1,1,1,1,1,1,1",0,27
"辣味鸡翅有点太辣了，吃一个要喝半杯水。","0","0,1,1,1,1,1,1,1",1,27
"糯米煎饼很糯很香，馅料很足，很顶饱。","0","1,1,1,1,1,1,1,1",0,26
"餐厅门口在修路，绕了一大圈才找到入口。","2","1,1,0,1,1,1,1,1",0,28
"腐竹焖羊肉很香，腐竹吸饱了汤汁，羊肉很烂。","0","1,1,1,1,1,1,1,1",0,28
"服务员叫我们坐角落的位置，明明有靠窗的空位。","3","1,1,1,0,1,1,1,1",1,29
"豆浆很纯很浓，是现磨的，没有加糖。","0","1,1,1,1,1,1,1,1",0,26
"吃了一口毛肚发现是臭的，赶紧吐了。","1,7","1,0,1,1,1,1,1,0",3,26
"椒盐鸭架很香很酥，肉虽然不多但啃着很香。","0","1,1,1,1,1,1,1,1",0,28
"店里的WiFi速度很快，刷视频都不卡。","2","1,1,1,1,1,1,1,1",0,26
"茄汁意面很开胃，番茄味很足，面很Q弹。","0","1,1,1,1,1,1,1,1",0,27
"服务员帮我们免费续了两次小菜，很大方。","3","1,1,1,1,1,1,1,1",0,27
"脆皮炸鲜奶外皮很酥，里面很滑，奶味很浓。","0","1,1,1,1,1,1,1,1",0,28
"餐桌的角很锋利，不小心撞了一下很疼。","2","1,1,0,1,1,1,1,1",0,26
"叉烧炒蛋的蛋太老了，叉烧也偏硬。","0","0,1,1,1,1,1,1,1",1,26
"南瓜浓汤配蒜香面包很好吃，汤很绵密。","0","1,1,1,1,1,1,1,1",0,27
"买单时看到账单才发现被多收了一份米饭的钱。","5,3","1,1,1,0,1,0,1,1",1,28
"孜然烤羊排很香很嫩，孜然味很足，很好吃。","0,1","1,1,1,1,1,1,1,1",0,28
"餐厅的瓷器餐具很精美，很有质感。","2","1,1,1,1,1,1,1,1",0,25
"毛血旺里的黄喉很脆，百叶也很新鲜。","0,1","1,1,1,1,1,1,1,1",0,26
"服务员给错了我点的饮料，换的时候还不高兴。","3","1,1,1,0,1,1,1,1",1,28
"酒酿馒头很软很香，酒味很淡，很特别。","0","1,1,1,1,1,1,1,1",0,26
"菜单上的图片很诱人，但实物完全不是那么回事。","5","1,1,1,1,1,0,1,1",1,28
"蒜蓉通心菜很嫩很脆，蒜蓉很多，很香。","0","1,1,1,1,1,1,1,1",0,26
"服务员把其他客人的剩菜从我们旁边端过去，很倒胃口。","3,7","1,1,1,0,1,1,1,0",3,31
"红烧牛肉饭的牛肉很烂，土豆也很糯。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的走廊很窄，两个人并排走都不行。","2","1,1,0,1,1,1,1,1",0,26
"芒果沙冰很细腻，芒果味很浓，夏天喝太爽了。","0","1,1,1,1,1,1,1,1",0,28
"点了一个全素菜，结果里面吃出了肉片。","0,7","0,1,1,1,1,1,1,0",2,27
"炸春卷里的馅料很丰富，有肉有菜，很香。","0","1,1,1,1,1,1,1,1",0,27
"服务员收盘时大声抱怨工作太累，客人都听到了。","3","1,1,1,0,1,1,1,1",1,29
"芋泥包很软很香，芋泥很细腻，甜度刚好。","0","1,1,1,1,1,1,1,1",0,27
"店里的冰块是空心冰，化得很快，饮料很快就不冰了。","0","0,1,1,1,1,1,1,1",0,28
"东坡肉入口即化，肥瘦相间，非常好吃。","0","1,1,1,1,1,1,1,1",0,26
"服务员帮我热了自带的中药，很感激。","3","1,1,1,1,1,1,1,1",0,25
"椒麻鸡拌面很香很麻，面条很筋道。","0","1,1,1,1,1,1,1,1",0,25
"等位时店家提供的小零食很好吃，很贴心。","3","1,1,1,1,1,1,1,1",0,27
"酸辣汤里的豆腐很不新鲜，有酸味了。","1","1,0,1,1,1,1,1,1",2,26
"烤鸡全翅很大个，肉很多，烤得很香。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的上菜口就在我们桌旁边，人来人往很烦。","2,3","1,1,0,0,1,1,1,1",1,29
"螺蛳粉很正宗，酸笋味很冲，粉很Q弹。","0","1,1,1,1,1,1,1,1",0,26
"服务员直接用手抓柠檬片放进茶壶里，没戴手套。","3,7","1,1,1,0,1,1,1,0",3,29
"铁板牛肉饭很香，牛肉很嫩，饭粒吸收了酱汁。","0","1,1,1,1,1,1,1,1",0,28
"店里的装饰画很有品味，艺术感很强。","2","1,1,1,1,1,1,1,1",0,26
"麻辣烫的汤底有点油腻，喝了几口就腻了。","0","0,1,1,1,1,1,1,1",1,27
"炒河粉很有锅气，牛肉很嫩，豆芽很脆。","0","1,1,1,1,1,1,1,1",0,26
"服务员催我们快点吃完，外面还有人在等位。","3","1,1,1,0,1,1,1,1",1,28
"凉拌鱼皮很脆很爽口，辣味很足，很开胃。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的茶杯有缺口，嘴唇碰到了很疼。","2","1,1,0,1,1,1,1,1",1,26
"手擀面很劲道，西红柿鸡蛋卤很香。","0","1,1,1,1,1,1,1,1",0,25
"服务员拿来的菜单少了好几页，很多菜看不到。","3","1,1,1,0,1,1,1,1",1,28
"榴莲芝士蛋糕很好吃，榴莲味很浓，芝士很香。","0","1,1,1,1,1,1,1,1",0,28
"吃完饭后嘴角过敏了，不知道是哪个菜的问题。","7","1,1,1,1,1,1,1,0",3,28
"红烧带鱼很入味，带鱼很新鲜，不会腥。","0,1","1,1,1,1,1,1,1,1",0,27
"服务员加茶时茶水倒太满了，溢出来烫到我的手。","3,7","1,1,1,0,1,1,1,0",3,30
"葱油拌宽面很香，面条很宽很有嚼劲。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的洗手台镜子很脏，都是水迹和指印。","2","1,1,0,1,1,1,1,1",0,27
"泡椒凤爪很酸辣，鸡爪很脆，很开胃。","0","1,1,1,1,1,1,1,1",0,26
"买单时商家说团购券要提前两小时预约，但页面上没写。","5,3","1,1,1,0,1,0,1,1",2,31
"芝士肉酱焗饭很好吃，芝士很多，肉酱很浓。","0","1,1,1,1,1,1,1,1",0,28
"店里的灯坏了两盏，光线很暗，看东西费劲。","2","1,1,0,1,1,1,1,1",0,27
"雪梨水很解渴，雪梨味很足，不会太甜。","0","1,1,1,1,1,1,1,1",0,26
"服务员端菜时指甲很长，看着很不卫生。","3,7","1,1,1,0,1,1,1,0",3,28
"干炸里脊很酥脆，肉很嫩，蘸椒盐很好吃。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的菜单品种太少了，没几个想吃的。","0","0,1,1,1,1,1,1,1",0,26
"姜葱蟹炒得很香，蟹肉很饱满，姜葱味很足。","0,1","1,1,1,1,1,1,1,1",0,27
"服务员下单时漏了一个菜，我们吃完才发现。","3,4","1,1,1,0,0,1,1,1",1,28
"红豆薏米粥很养生，红豆很多，薏米很糯。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的门口有风铃，风吹过声音很好听。","2","1,1,1,1,1,1,1,1",0,27
"鱼香肉丝的配料太少，全是酱，肉也没几根。","0,5","0,1,1,1,1,0,1,1",1,28
"芝麻汤圆很香甜，芝麻馅很流沙，皮很糯。","0","1,1,1,1,1,1,1,1",0,27
"服务员把隔壁桌的剩菜盘叠在我们的盘子上，很恶心。","3,7","1,1,1,0,1,1,1,0",3,30
"菠萝包配黄油，经典搭配，很好吃。","0","1,1,1,1,1,1,1,1",0,24
"餐厅的地板很干净，反光很亮，卫生不错。","2","1,1,1,1,1,1,1,1",0,27
"脆皮猪手很大个，皮很脆，肉很嫩，酱很香。","0","1,1,1,1,1,1,1,1",0,27
"点了个套餐发现比单点还贵，太坑了。","5","1,1,1,1,1,0,1,1",2,25
"清蒸大闸蟹很新鲜，蟹黄很多，很肥美。","1","1,1,1,1,1,1,1,1",0,25
"服务员喊号很大声，整个大厅都听得见。","3","1,1,1,0,1,1,1,1",1,26
"烤冷面很香很弹，鸡蛋和火腿肠加得很多。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的墙纸都破了，也没修补，很破旧。","2","1,1,0,1,1,1,1,1",0,26
"桂花糯米藕很香甜，桂花酱很多，藕很糯。","0","1,1,1,1,1,1,1,1",0,27
"服务员收银时和同事聊天，算错了钱多收了我的。","3,5","1,1,1,0,1,0,1,1",1,30
"牛肉烧饼很香，烧饼很酥，牛肉很烂很入味。","0","1,1,1,1,1,1,1,1",0,28
"店里的桌面有黏黏的糖渍，没擦干净。","2","1,1,0,1,1,1,1,1",0,26
"泰式炒米粉很好吃，酸辣味很正，虾很大只。","0,1","1,1,1,1,1,1,1,1",0,27
"服务员帮我们拍了合照，角度很好，很专业。","3","1,1,1,1,1,1,1,1",0,27
"煎酿三宝很好吃，茄子辣椒苦瓜都酿了肉。","0","1,1,1,1,1,1,1,1",0,27
"吃完后喉咙痛，可能是菜太辣太咸了。","0","0,1,1,1,1,1,1,1",1,26
"红枣枸杞鸡汤很暖身，鸡肉很嫩，汤很清甜。","0","1,1,1,1,1,1,1,1",0,28
"服务员把菜单扔在桌上就走了，头也不回。","3","1,1,1,0,1,1,1,1",1,27
"煎堆很香很脆，芝麻很多，里面是空心的。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的儿童乐园很小，但孩子们玩得很开心。","2","1,1,1,1,1,1,1,1",0,27
"梅菜蒸肉饼很下饭，梅菜很香，肉饼很嫩。","0","1,1,1,1,1,1,1,1",0,27
"服务员一直推荐贵的菜，便宜的说卖完了。","3,5","1,1,1,0,1,0,1,1",2,28
"脆皮香蕉很好吃，外皮很酥，香蕉很甜。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的招牌面味道很一般，不如别家的。","0","0,1,1,1,1,1,1,1",0,27
"麻辣鱼皮很脆很辣，很开胃，很下酒。","0","1,1,1,1,1,1,1,1",0,26
"服务员收拾桌子的时候特别大声，很吵。","3,2","1,1,0,0,1,1,1,1",1,27
"菠萝油很香，黄油很大块，菠萝包很酥。","0","1,1,1,1,1,1,1,1",0,26
"煲仔饭里的腊肉太肥了，全是白肉没几块瘦的。","0,5","0,1,1,1,1,0,1,1",1,29
"餐厅的景观位要提前三天预订，太火爆了。","2","1,1,1,1,1,1,1,1",0,28
"豆角炒肉末很下饭，豆角很嫩，肉末很香。","0","1,1,1,1,1,1,1,1",0,27
"吃了一口发现蛤蜊是臭的，一盘子全退了。","1,7","1,0,1,1,1,1,1,0",3,27
"瑞士鸡翅很甜很嫩，鸡翅很大个，很好吃。","0","1,1,1,1,1,1,1,1",0,26
"服务员把我们的剩菜倒在一起时汤汁溅到我裤子上。","3,7","1,1,1,0,1,1,1,0",3,30
"紫菜蛋花汤很清淡解腻，紫菜很多，蛋花很细。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的桌号牌是手写的，看起来很随意。","2","1,1,0,1,1,1,1,1",0,27
"酸梅鸭很入味，鸭肉很嫩，酸甜适中。","0","1,1,1,1,1,1,1,1",0,26
"结账时说不能使用优惠券，因为已经打过折了。","5,3","1,1,1,0,1,0,1,1",2,28
"酥皮蛋挞很酥很滑，蛋液很嫩，很香。","0","1,1,1,1,1,1,1,1",0,25
"服务员上菜时跟同伴嬉笑打闹，很没规矩。","3","1,1,1,0,1,1,1,1",1,27
"五香豆腐干很香很有嚼劲，下酒很好。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的排烟很好，吃完身上没有油烟味。","2","1,1,1,1,1,1,1,1",0,27
"锅包肉的酱汁太酸了，呛鼻子，不太喜欢。","0","0,1,1,1,1,1,1,1",1,27
"花生炖猪脚很烂很糯，胶质很多，很美容。","0","1,1,1,1,1,1,1,1",0,27
"服务员帮我们安排了一个安静的位置，很满意。","3","1,1,1,1,1,1,1,1",0,27
"炒年糕很Q弹，酱汁很浓，鱼饼也很好吃。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的大堂有股烟味，通风不太好。","2","1,1,0,1,1,1,1,1",0,26
"干蒸烧卖很好吃，肉馅很扎实，蟹子很鲜。","0","1,1,1,1,1,1,1,1",0,27
"服务员态度极其恶劣，再也不会来这家了。","3","1,1,1,0,1,1,1,1",2,27
"萝卜丝饼很酥很香，萝卜丝很细很脆。","0","1,1,1,1,1,1,1,1",0,26
"吃完后牙齿过敏了，又酸又疼。","7","1,1,1,1,1,1,1,0",3,24
"黑椒牛肉炒面很香，牛肉很嫩，面条很劲道。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的包间有唱歌设备，可以边吃边唱。","2","1,1,1,1,1,1,1,1",0,27
"豉汁蒸凤爪很软糯，很入味，每次都点。","0","1,1,1,1,1,1,1,1",0,26
"服务员把我们的包放到旁边的椅子上，很细心。","3","1,1,1,1,1,1,1,1",0,27
"葱油鱼片很嫩很滑，葱油很香，鱼很新鲜。","0,1","1,1,1,1,1,1,1,1",0,27
"店里的菜单全是英文的，没有中文，看不懂。","2","1,1,0,1,1,1,1,1",0,27
"海带豆腐汤很清淡，海带很嫩，豆腐很滑。","0","1,1,1,1,1,1,1,1",0,27
"服务员加水时把水倒进了我的茶杯外的托盘里。","3","1,1,1,0,1,1,1,1",1,28
"烧鸭饭的鸭皮很脆，肉很嫩，酸梅酱很解腻。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的室外座位很舒服，可以吹吹风。","2","1,1,1,1,1,1,1,1",0,26
"酱大骨棒很大个，肉很多，骨髓很香。","0","1,1,1,1,1,1,1,1",0,26
"结账时排队等了很久，收银员动作太慢了。","3","1,1,1,0,1,1,1,1",1,27
"三鲜锅贴底很脆，馅料很鲜，蘸醋很好吃。","0","1,1,1,1,1,1,1,1",0,28
"店里的灭蚊灯一直响，声音很刺耳。","2","1,1,0,1,1,1,1,1",0,26
"叉烧肉很甜很香，肉质很嫩，边焦焦的很好吃。","0","1,1,1,1,1,1,1,1",0,28
"服务员打扫卫生时把水扫到我们的鞋子上了。","3,2","1,1,0,0,1,1,1,1",1,28
"酸萝卜炒粉皮很开胃，粉皮很滑，酸萝卜很脆。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的水煮鱼太辣了，辣得嘴都麻了。","0","0,1,1,1,1,1,1,1",1,26
"香煎龙利鱼很嫩很香，配的柠檬汁很提味。","0,1","1,1,1,1,1,1,1,1",0,27
"服务员在餐桌上放了一朵小花，很浪漫。","3","1,1,1,1,1,1,1,1",0,26
"卤水拼盘很丰富，有鹅掌鹅翼豆腐，都很好吃。","0","1,1,1,1,1,1,1,1",0,28
"看到后厨的人穿着脏围裙出来拿食材，很恶心。","7,2","1,1,0,1,1,1,1,0",3,29
"窝窝头配外婆菜很香，窝窝头很软，外婆菜很咸香。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的桌子高低不平，写字都晃。","2","1,1,0,1,1,1,1,1",0,24
"菠萝炒虾仁很清爽，菠萝很甜，虾仁很弹牙。","0,1","1,1,1,1,1,1,1,1",0,28
"服务员收盘时把没吃完的菜都倒掉了，好浪费。","3","1,1,1,0,1,1,1,1",1,28
"羊肉饺子的羊肉味很足，不膻，肉馅很香。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的灯光很柔和，不会刺眼，很舒服。","2","1,1,1,1,1,1,1,1",0,26
